=== PER-NEFF ENGINE UTILIZATION (760 NEFFs, by wall time) ===
neff              tot_us  %oftot  tensor%  gpsimd%  vector%    dma%  class
f3afbb3e0c0a1c      21.8    0.0%      8.8     33.2     11.6    33.8  MIXED
1358bcc8e3ade9      21.8    0.0%      8.8     33.2     11.6    32.8  MIXED
feb5874d7ed809      21.7    0.0%      8.8     33.3     11.7    32.3  MIXED
9dd3e317c85e6c      21.7    0.0%      8.8     33.2     11.6    34.7  MIXED
09b88455bb5db0      21.7    0.0%      8.8     33.3     11.7    32.4  MIXED
c862f1b19295f3      21.7    0.0%      9.8     27.2      8.8    52.0  OVERHEAD-BOUND (dma/stall) <- OPTIMIZE
8c11ffa17fe685      21.7    0.0%      9.7     15.4     13.6    10.2  MIXED
f67929475ae48c      21.7    0.0%      9.7     54.4     11.6    47.8  OVERHEAD-BOUND (dma/stall) <- OPTIMIZE
609d2a5fefeba1      21.7    0.0%      8.8     33.3     11.7    31.9  MIXED
1063ec412a6c3a      21.7    0.0%      9.8     54.5     11.7    48.0  OVERHEAD-BOUND (dma/stall) <- OPTIMIZE
23085fc3781949      21.7    0.0%      9.8     54.4     11.6    48.7  OVERHEAD-BOUND (dma/stall) <- OPTIMIZE
8b21459c144671      21.7    0.0%      9.8     54.5     11.7    48.1  OVERHEAD-BOUND (dma/stall) <- OPTIMIZE
1ebd240bcbf022      21.6    0.0%     10.1     33.5     11.7    32.9  MIXED
b1adf5949f2ef6      21.6    0.0%      9.8     54.5     11.7    48.0  OVERHEAD-BOUND (dma/stall) <- OPTIMIZE
6dca3e49c5674f      21.6    0.0%      9.8     54.6     11.7    47.8  OVERHEAD-BOUND (dma/stall) <- OPTIMIZE
6eba41896c5a55      21.6    0.0%      9.8     54.6     11.7    49.0  OVERHEAD-BOUND (dma/stall) <- OPTIMIZE
3b086b9ce1e452      21.6    0.0%      8.9     38.3      8.8    31.1  MIXED
ae9f0e479271bb      21.6    0.0%      9.8     28.6     19.8    35.0  MIXED
45dc4a1c7fa656      21.6    0.0%      9.8     27.3      8.8    51.8  OVERHEAD-BOUND (dma/stall) <- OPTIMIZE
5c2826237f6f5a      21.6    0.0%      9.8     54.7     11.7    47.9  OVERHEAD-BOUND (dma/stall) <- OPTIMIZE
2cc5903cacb69e      21.6    0.0%      9.8     54.7     11.7    48.0  OVERHEAD-BOUND (dma/stall) <- OPTIMIZE
43cc50204ef9de      21.5    0.0%      9.8     54.8     11.8    47.4  OVERHEAD-BOUND (dma/stall) <- OPTIMIZE
4c1dd64ed67c48      21.5    0.0%      9.8     54.8     11.8    49.2  OVERHEAD-BOUND (dma/stall) <- OPTIMIZE
aeaf1d41fccda1      21.5    0.0%      9.8     54.8     11.7    47.8  OVERHEAD-BOUND (dma/stall) <- OPTIMIZE
8345ef9bda8b25      21.5    0.0%      9.8     54.8     11.7    47.9  OVERHEAD-BOUND (dma/stall) <- OPTIMIZE
325c29a7b82544      21.5    0.0%      9.8     27.3      8.8    51.6  OVERHEAD-BOUND (dma/stall) <- OPTIMIZE
f6a95a6b847bf3      21.5    0.0%      9.8     54.8     11.7    47.9  OVERHEAD-BOUND (dma/stall) <- OPTIMIZE
5495584d5bfbac      21.5    0.0%      9.8     54.9     11.8    48.0  OVERHEAD-BOUND (dma/stall) <- OPTIMIZE
88f5e7caa06a56      21.5    0.0%      9.9     54.9     11.8    47.7  OVERHEAD-BOUND (dma/stall) <- OPTIMIZE
286795e716f587      21.3    0.0%      3.0      3.0      2.8    44.0  OVERHEAD-BOUND (dma/stall) <- OPTIMIZE
0cd49350ed9ee6      21.0    0.0%     10.0     37.2      9.0    48.3  OVERHEAD-BOUND (dma/stall) <- OPTIMIZE
2c24166702e9df      20.9    0.0%     21.5     22.7     19.0    11.1  MIXED
c7c3c49a4f9bd8      20.7    0.0%     10.2     19.1     19.7    30.6  MIXED
71f3dabe24677a      20.4    0.0%     11.0     36.7     10.5    43.2  OVERHEAD-BOUND (dma/stall) <- OPTIMIZE
47e08c5d0866f6      20.0    0.0%     10.6     26.7      9.5    47.8  OVERHEAD-BOUND (dma/stall) <- OPTIMIZE
1c7014ff75cffb      20.0    0.0%     10.5     18.5     17.5    23.3  MIXED
1b492b3edd1468      19.9    0.0%     10.6     46.7     15.3    41.9  OVERHEAD-BOUND (dma/stall) <- OPTIMIZE
bee1c7c4fed114      19.8    0.0%     10.6     46.9     15.4    42.6  OVERHEAD-BOUND (dma/stall) <- OPTIMIZE
36e7158c495f75      19.7    0.0%     10.0     37.7     13.8    36.2  MIXED
fc122c474748ab      19.6    0.0%      9.7     36.8     12.9    35.6  MIXED
72ea122e170d6f      19.6    0.0%      9.7     36.9     12.9    36.3  MIXED
afa21a67d603b0      19.5    0.0%     10.8     30.6      9.8    47.9  OVERHEAD-BOUND (dma/stall) <- OPTIMIZE
0a61930d19e453      19.3    0.0%      9.9     37.3     13.1    38.2  MIXED
b665de10ffdf45      19.3    0.0%     11.4     31.8     11.0    44.2  OVERHEAD-BOUND (dma/stall) <- OPTIMIZE
b1582fa9d02cfc      19.3    0.0%     10.9     30.6      9.9    38.1  MIXED
d3af0717fac3cc      19.1    0.0%     10.0     37.8     13.2    37.9  MIXED
1d00259f34ff22      19.1    0.0%     10.0     38.0     13.2    36.9  MIXED
816e9ccc26d87a      19.0    0.0%     11.1     31.1      9.9    45.4  OVERHEAD-BOUND (dma/stall) <- OPTIMIZE
c4d116b7a530c4      19.0    0.0%     11.1     31.1     10.0    46.1  OVERHEAD-BOUND (dma/stall) <- OPTIMIZE
cd9ff1e7a3246f      19.0    0.0%     11.1     31.1      9.9    46.1  OVERHEAD-BOUND (dma/stall) <- OPTIMIZE
0bc57cf5edb739      18.9    0.0%     10.1     38.2     13.3    36.5  MIXED
ddb1195d8d7b93      18.9    0.0%      3.4      3.4      3.2    37.2  MIXED
afd7a613f28793      18.5    0.0%      3.5      3.5      3.2    36.0  MIXED
d3e5902af600fd      18.4    0.0%     11.5     32.2     10.3    34.3  MIXED
8d60cd66aa11a8      18.4    0.0%      3.5      3.5      3.2    49.6  OVERHEAD-BOUND (dma/stall) <- OPTIMIZE
ed5132abdf2b6b      18.3    0.0%      3.5      3.5      3.2    35.7  MIXED
e29a904c49db90      18.2    0.0%      3.5      3.5      3.2    34.3  MIXED
f325c4bd0a3759      18.2    0.0%     11.6     26.7     10.5    28.8  MIXED
10f931641fe8ea      18.2    0.0%     11.6     25.1     11.0     8.6  MIXED
d63e3aa00b912a      18.1    0.0%      3.5      3.5      3.3    36.6  MIXED
827007449b8e02      18.0    0.0%     11.7     40.0     10.5    30.7  MIXED
27e1d6fc0508a8      18.0    0.0%     11.7     27.0     10.5    28.0  MIXED
b17a68f707a114      18.0    0.0%     11.1     37.8     15.3    31.3  MIXED
445407316a6015      18.0    0.0%     19.6     21.6     14.2     9.3  MIXED
a399321efc9012      18.0    0.0%     11.3     38.0     15.3    32.0  MIXED
311d112bfc7906      17.9    0.0%     10.6     36.8     14.1    32.3  MIXED
f891a000526463      17.9    0.0%     19.7     21.7     15.7     8.3  MIXED
3840c4eb12978f      17.9    0.0%     12.3     28.6     11.9    26.9  MIXED
7e834293801dde      17.9    0.0%     11.9     27.2     10.6    28.2  MIXED
36b4f1fd1272b3      17.8    0.0%     10.7     36.9     14.2    32.7  MIXED
a5733d30b84620      17.8    0.0%     10.8     36.9     14.2    33.7  MIXED
1c400aa8d94c45      17.8    0.0%     10.7     36.9     14.2    32.1  MIXED
5260ebbdbe7a58      17.8    0.0%     10.8     37.7     15.0    31.9  MIXED
edf4f2e2d3b921      17.8    0.0%     10.6     37.7     14.8    32.3  MIXED
210180f13cf306      17.8    0.0%     10.8     37.5     14.6    31.9  MIXED
c7df26ab5908e5      17.8    0.0%     10.8     37.1     14.2    32.4  MIXED
dd4588b357e517      17.7    0.0%     10.8     37.1     14.2    32.9  MIXED
f53643bbd2befc      17.7    0.0%     10.8     37.1     14.3    32.0  MIXED
bf6b85a55fbd26      17.7    0.0%     10.8     37.1     14.3    33.0  MIXED
4f89620281451e      17.7    0.0%     10.8     37.2     14.3    32.4  MIXED
5701651d492d11      17.7    0.0%     10.7     37.8     14.9    32.3  MIXED
2db6d301486e96      17.6    0.0%     10.9     37.3     14.3    32.9  MIXED
9775ecb871323f      17.6    0.0%     12.0     44.4     10.8    29.0  MIXED
6620511182697a      17.5    0.0%     10.9     37.6     14.3    34.0  MIXED
b7556ea42a077a      17.5    0.0%     10.9     37.6     14.4    33.8  MIXED
2c046570ac3d12      17.5    0.0%     11.0     38.4     15.1    32.5  MIXED
e5f08eae7088d3      17.5    0.0%     11.4     38.7     15.5    32.8  MIXED
d70a16c825653a      17.5    0.0%     11.0     37.7     14.4    32.6  MIXED
2661300d146c5c      17.5    0.0%     12.1     19.6     11.0    39.3  MIXED
aac76e8bfca837      17.5    0.0%     10.9     37.7     14.4    32.4  MIXED
500ffcb9ec6d7c      17.4    0.0%     11.0     37.7     14.5    33.0  MIXED
e52579699a906d      17.4    0.0%     11.0     38.4     15.2    32.7  MIXED
6532df4b18c596      17.4    0.0%     11.0     37.9     14.5    33.0  MIXED
99c0f63cb4ded3      17.4    0.0%     11.8     39.3     15.9    32.8  MIXED
e1b28572c4b36e      17.4    0.0%     11.0     37.9     14.5    32.9  MIXED
eb972f4c8b1de4      17.4    0.0%     12.2     19.6     10.9    39.2  MIXED
8046d94760a471      17.4    0.0%     11.0     37.9     14.5    32.9  MIXED
f1269a3e8af73b      17.4    0.0%     11.0     37.9     14.5    33.1  MIXED
37a409ef27613c      17.3    0.0%     11.1     38.0     14.5    32.8  MIXED
33dcc941ea0985      17.3    0.0%     11.1     38.0     14.6    32.7  MIXED
060ce857871f1e      17.3    0.0%     11.0     38.0     14.6    32.9  MIXED
a9a822d58567d7      17.2    0.0%     12.3     34.4     31.8    15.2  MIXED
8ba27c65398052      17.2    0.0%     12.3     33.8     31.3    12.9  MIXED
cc79d4b55ae06e      17.1    0.0%     12.4     34.0     31.4    13.8  MIXED
c85742a2dbe975      17.0    0.0%     12.4     34.1     31.5    14.4  MIXED
8fe944393d6036      17.0    0.0%     12.4     23.0     11.1    39.9  MIXED
8bf24177cd4d3b      16.9    0.0%     12.5     27.7     11.2    38.2  MIXED
3afce526d148bd      16.8    0.0%     12.7     35.4     15.0    27.9  MIXED
740ca3e5f55dd9      16.5    0.0%     11.6     16.4     15.4    12.9  MIXED
ae61c62b052960      16.3    0.0%     11.7     16.6     15.5    12.2  MIXED
dffb5dcd453485      16.3    0.0%     19.0     26.6     13.0     8.4  MIXED
50ea2ef699671d      16.3    0.0%     13.0     24.5     16.7    21.0  MIXED
9eab8a14e02ce8      16.2    0.0%     11.8     16.7     15.5    13.3  MIXED
e2447ba4dd3d65      16.2    0.0%     11.8     16.7     15.6    13.2  MIXED
62c14839ffb430      16.1    0.0%     11.8     16.8     15.6    11.9  MIXED
e9f247ba90e144      16.1    0.0%     11.9     16.8     15.6    12.0  MIXED
f63d9d8c3b0392      15.9    0.0%     13.8     38.6     17.3    29.7  MIXED
8f200815267db7      15.9    0.0%     11.9     17.8     16.6    11.8  MIXED
36e86944fcb681      15.8    0.0%     13.8     39.0     17.3    29.5  MIXED
40c8c3f54fe3c9      15.7    0.0%     13.9     39.1     17.5    29.5  MIXED
0e7db4f92f164d      15.7    0.0%     12.7     18.6     17.6    12.4  MIXED
8f1d633ced5127      15.7    0.0%     14.0     23.6     13.5    33.4  MIXED
781967e0f6a799      15.7    0.0%     13.5     38.0     16.1    30.0  MIXED
7a627ef39cd79a      15.6    0.0%     15.2     38.1     16.3    29.9  MIXED
dab6c323a0e6d4      15.6    0.0%     13.6     38.1     16.3    32.3  MIXED
db5b64e15a9fa5      15.6    0.0%     13.6     38.2     16.2    30.6  MIXED
763bb5b67b177b      15.5    0.0%     13.6     38.2     16.3    30.5  MIXED
4b6577dc8126d6      15.5    0.0%      4.1      4.1      3.8    40.2  OVERHEAD-BOUND (dma/stall) <- OPTIMIZE
809f0e0dcd2cdc      15.5    0.0%     13.6     38.4     16.3    30.8  MIXED
75f35abbef646d      15.4    0.0%     13.7     38.6     16.4    29.8  MIXED
bda30b52d17c6f      15.4    0.0%     13.7     38.9     16.7    30.6  MIXED
0bb1111355cd9f      15.4    0.0%     13.7     38.6     16.4    29.7  MIXED
b9a50f2be27d05      15.4    0.0%     13.7     38.5     16.4    31.1  MIXED
679eea18bc0da8      15.4    0.0%      4.2      4.2      3.8    25.8  MIXED
6ffffd146b2b64      15.3    0.0%     13.7     38.7     16.5    30.5  MIXED
bf2d7f7c54d538      15.3    0.0%     13.8     38.7     16.5    31.8  MIXED
3199620e5f4952      15.1    0.0%      4.3      4.3      3.9    24.2  MIXED
5b752278689631      15.1    0.0%     13.9     26.2     12.8     3.7  MIXED
cd69cefbcb8d2a      15.0    0.0%     15.5     26.3     12.7     3.7  MIXED
a260a7b936fb48      14.8    0.0%     14.3     22.9     12.9    26.7  MIXED
11355d7d03acf5      14.5    0.0%      4.4      4.4      4.0    24.1  MIXED
9b643684aa21be      14.5    0.0%     14.6     23.3     13.1    25.9  MIXED
c92153022ca524      14.4    0.0%     13.5     20.0     18.8    13.7  MIXED
73491f95bc7101      14.3    0.0%     15.3     34.9     19.2    24.3  MIXED
35ed8c7dde9e15      14.3    0.0%      4.5      4.5      4.1    26.1  MIXED
05368cb9d83399      14.3    0.0%     14.9     18.9     17.7    13.6  MIXED
26fd0ebf86d98b      14.3    0.0%     14.8     19.0     17.8    13.8  MIXED
811648b6d42378      14.2    0.0%     14.0     20.3     19.1    13.7  MIXED
35bc87fdbefad2      14.2    0.0%     14.9     33.6     17.8    24.5  MIXED
654ee179044c34      14.2    0.0%      4.5      4.5      4.1    26.3  MIXED
c21b2d5ebb10ac      14.2    0.0%     14.9     33.6     17.7    24.8  MIXED
d209362cd33bb9      14.2    0.0%     14.9     33.6     17.8    24.8  MIXED
f35dcf6e3e62dd      14.2    0.0%     14.9     33.8     17.9    25.6  MIXED
42e4cc25e39f35      14.1    0.0%     15.0     33.7     17.9    24.9  MIXED
a3068842744a28      14.1    0.0%     14.7     21.0     19.9    13.8  MIXED
6ba0dc1903553f      14.1    0.0%     14.9     33.8     17.9    24.3  MIXED
13b1c6fbe2dc54      14.1    0.0%     15.0     33.9     18.0    24.9  MIXED
1ff43de88c0dea      14.1    0.0%     15.0     34.0     18.0    24.9  MIXED
4f89b715ba5787      14.1    0.0%     15.1     33.9     18.0    26.3  MIXED
b83932e6f086eb      14.1    0.0%     15.1     34.1     18.1    25.6  MIXED
5dbc5b8048a0b3      14.0    0.0%     15.1     34.0     17.9    24.7  MIXED
4b33aa0a8494db      14.0    0.0%     15.9     31.7     15.2     4.0  MIXED
918197f4d29387      14.0    0.0%     15.1     34.0     18.1    24.8  MIXED
2e991f54401d59      14.0    0.0%     15.2     21.8     20.3    13.8  MIXED
ec786eac3c45e6      14.0    0.0%     15.0     34.1     18.0    24.3  MIXED
e5c7528134a0a1      14.0    0.0%     15.2     34.2     18.0    24.4  MIXED
1d946b4dbc59b9      13.9    0.0%     15.2     34.3     18.2    24.2  MIXED
8c9bf3140bb99d      13.9    0.0%     15.1     30.4     13.6     4.2  MIXED
70b89cb0984b5e      13.9    0.0%     13.7     19.4     18.2    15.5  MIXED
fc3b718673f720      13.9    0.0%     15.1     29.9     13.6     4.9  MIXED
6d3f988ac7a31d      13.9    0.0%     15.1     30.3     13.7     3.8  MIXED
7b406c5836c43e      13.9    0.0%     15.2     29.9     13.6     4.3  MIXED
4af73b2d216f7e      13.9    0.0%     13.8     19.4     18.2    14.7  MIXED
15f7a440d337a7      13.8    0.0%     15.2     30.0     13.7     5.5  MIXED
f57fda21b7cc88      13.8    0.0%     16.1     31.7     15.4     4.2  MIXED
6b57c7c451f4fc      13.8    0.0%     13.8     19.7     18.3    14.0  MIXED
87274e32d1de1d      13.8    0.0%     14.0     19.5     18.3    13.9  MIXED
8e6dce23ebcf82      13.8    0.0%     15.3     30.3     13.7     3.8  MIXED
b924a27f9e2890      13.8    0.0%     13.8     19.6     18.3    14.1  MIXED
e3332758bf1869      13.8    0.0%     15.3     30.7     13.7     4.1  MIXED
771e7c02a5048d      13.8    0.0%     13.9     19.7     18.3    15.4  MIXED
6f5fd07efd08e4      13.7    0.0%     15.3     19.7     18.4    14.4  MIXED
bf4f9fb1ae81eb      13.7    0.0%     15.4     30.1     13.8     4.1  MIXED
cf73e2ff5b0932      13.7    0.0%     13.9     19.8     18.4    14.1  MIXED
3967436fc5cfeb      13.7    0.0%      4.7      4.7      4.3    28.9  MIXED
da81bcc046258d      13.7    0.0%     14.0     19.8     18.5    14.1  MIXED
6aad2b27defc57      13.6    0.0%     14.0     19.8     18.5    14.9  MIXED
51d756d1ec40ee      13.6    0.0%     15.5     24.1     13.9    23.4  MIXED
4a40440715cf6d      13.6    0.0%     14.0     19.8     18.6    15.4  MIXED
a28574ee6db598      13.6    0.0%     14.0     19.9     18.5    15.6  MIXED
32e8b22fa6ff52      13.6    0.0%      4.7      4.7      4.3    28.3  MIXED
1ea100506bb8fb      13.6    0.0%     14.1     19.8     18.6    14.2  MIXED
e42329faab0078      13.5    0.0%     14.1     19.9     18.7    14.8  MIXED
9338f84d07fd87      13.5    0.0%     14.2     20.0     18.8    14.2  MIXED
f99cc91977d21a      13.5    0.0%     14.2     20.0     18.7    15.3  MIXED
51cdf590130d51      13.5    0.0%     14.2     20.1     18.8    15.0  MIXED
d82106352accdd      13.5    0.0%     14.2     20.0     18.8    15.1  MIXED
8abf3239e7ebc5      13.4    0.0%     15.7     28.3     14.1     6.8  MIXED
51080511a7f7ad      13.3    0.0%      4.8      4.8      4.4    27.8  MIXED
e022005a9e488f      13.3    0.0%      4.9      4.9      4.5    27.4  MIXED
10e41b2e8bd330      13.1    0.0%     16.1     25.3     14.6     3.3  MIXED
145eb0da747c3c      13.0    0.0%     16.2     25.0     14.6     7.9  MIXED
b498a249111da1      13.0    0.0%     16.3     25.5     17.5     3.4  MIXED
33f6fb6a90c199      12.9    0.0%     16.3     25.6     16.8     2.9  MIXED
871781dfe74adc      12.9    0.0%     16.4     25.6     17.4     4.2  MIXED
9ad866ba6d9f4c      12.9    0.0%      5.0      5.0      4.6    30.1  MIXED
e24f7f804f35b5      12.8    0.0%     16.5     30.5     14.8    19.2  MIXED
661454c1af51c7      12.7    0.0%      5.0      5.0      4.6    29.3  MIXED
d1c55b61259cea      12.7    0.0%     16.5     26.1     14.9     3.4  MIXED
9f086d9c27e730      11.7    0.0%     18.0     28.2     16.2     8.8  MIXED
19e99b3f79696b      11.7    0.0%     18.0     24.7     17.7     2.5  MIXED
11bf5135893bfa      11.5    0.0%     18.4     28.7     16.5     8.8  MIXED
neff_109868314      11.0    0.0%      5.8      7.3     13.3     2.2  MIXED
3a5a145086288c      10.8    0.0%     19.5     24.8     18.6     2.8  MIXED
b0fd7c0e724d33      10.8    0.0%     19.7     25.0     18.6     2.4  MIXED
3f40be3f646f0f      10.8    0.0%     19.6     24.9     17.6     2.9  MIXED
6df03f96e2fc7b      10.8    0.0%     19.8     24.9     18.7     2.8  MIXED
84833abbf0b6a6      10.8    0.0%     22.1     24.8     20.1     5.7  MIXED
bfacf2554c66cc      10.7    0.0%     19.7     25.1     17.8     2.3  MIXED
4581fababc7c8e      10.7    0.0%     19.7     24.6     17.8     6.3  MIXED
e629b66e76e61a      10.7    0.0%     20.9     27.4     21.1     3.1  MIXED
eb1172dc517e0f      10.7    0.0%     19.8     25.1     18.8     2.8  MIXED
d9df6091eeab10      10.6    0.0%     20.3     27.0     20.7     3.0  MIXED
a8e36acd4ef541      10.6    0.0%      6.1      6.1      5.6     5.9  MIXED
82b457189c85d9      10.6    0.0%     20.6     27.3     21.0     3.0  MIXED
047f94fbdfd318      10.6    0.0%     19.9     25.1     20.1     3.4  MIXED
ea1fea463c37d1      10.6    0.0%     19.9     25.4     19.1     2.3  MIXED
b1735ecde0bbc7      10.6    0.0%     20.0     25.5     19.0     2.9  MIXED
552b2734c543a1      10.6    0.0%     20.0     25.4     19.0     2.8  MIXED
df01a7f961797c      10.6    0.0%     20.7     27.4     21.1     2.6  MIXED
9fedad52b0587d      10.6    0.0%     20.2     25.5     19.2     2.8  MIXED
669c37700e5a17      10.6    0.0%     20.1     25.0     20.3     3.7  MIXED
f8be084df3e7bc      10.5    0.0%     20.1     25.0     20.3     4.2  MIXED
1a6d2f212f0eab      10.5    0.0%     20.0     25.5     19.1     2.3  MIXED
fce1c0d1ed76b3      10.5    0.0%     20.1     25.6     19.0     2.6  MIXED
70a5162ab71e3c      10.5    0.0%     20.2     25.6     19.1     2.8  MIXED
6f97d96a20b7f2      10.5    0.0%     20.1     25.3     20.2     4.5  MIXED
1b9068ff50cf01      10.5    0.0%     20.1     25.2     20.4     3.4  MIXED
bd17c25020fa90      10.5    0.0%     20.1     25.6     19.0     2.6  MIXED
951ed4afd99bd2      10.5    0.0%     21.1     27.9     21.5     3.0  MIXED
06f51eeb8ae1ab      10.5    0.0%     20.0     26.2     21.4     4.2  MIXED
df417e9c9a3010      10.5    0.0%     20.0     26.4     21.5     4.4  MIXED
3e09d63c1d0102      10.5    0.0%     20.1     25.2     20.4     3.7  MIXED
41e982d5c6ba57      10.5    0.0%     20.3     25.7     19.4     4.2  MIXED
47c1d7bfbb05b7      10.5    0.0%     20.2     25.5     20.5     3.6  MIXED
4613fea218b7ed      10.5    0.0%     20.3     25.7     19.3     6.3  MIXED
7930e875f20869      10.5    0.0%     20.2     26.0     19.4     2.6  MIXED
4a64c23eb7db63      10.4    0.0%     20.2     25.5     20.5     3.7  MIXED
e790b7eaa01a96      10.4    0.0%     20.2     25.7     19.3     2.4  MIXED
4ebe3032d35c73      10.4    0.0%     20.2     25.3     20.5     3.6  MIXED
a39d46891bfc9d      10.4    0.0%     20.8     27.3     22.4     3.6  MIXED
5947499258fec0      10.4    0.0%     20.3     25.8     19.3     2.3  MIXED
b2cd23388dfbb3      10.4    0.0%     20.3     25.8     19.4     2.7  MIXED
7dfdc2d388507c      10.4    0.0%     20.3     25.8     19.4     2.4  MIXED
024895d41e3385      10.4    0.0%     20.3     26.0     19.4     4.8  MIXED
42b187e9f8b0e2      10.4    0.0%     20.3     25.4     20.5     3.7  MIXED
8db84c4f0c11aa      10.4    0.0%     20.3     25.8     19.3     2.6  MIXED
f3e40d0afc7ddf      10.4    0.0%     20.2     25.8     19.4     2.9  MIXED
4167612e78bd12      10.4    0.0%     20.4     25.9     19.2     4.6  MIXED
460fb9db765c14      10.4    0.0%     20.3     25.9     19.4     2.3  MIXED
fb6a0ec44b0d16      10.4    0.0%     20.3     27.0     21.9     4.3  MIXED
d120180340aee6      10.4    0.0%     20.3     25.8     19.4     4.5  MIXED
d63c8fed9cadb0      10.4    0.0%     20.2     26.9     21.4     3.1  MIXED
1a1da6ef9d599b      10.4    0.0%     20.3     26.0     19.3     3.1  MIXED
c3f3336dfeadd2      10.4    0.0%     20.3     25.9     19.4     3.1  MIXED
99965f5c2d41c6      10.4    0.0%     20.4     25.6     20.7     3.7  MIXED
3048eec5a95ddb      10.3    0.0%      6.2      7.9     14.4     2.4  MIXED
cf8755e7c5eae8      10.2    0.0%      6.3      6.3      5.8    11.5  MIXED
5ac47561629014      10.1    0.0%      6.4      8.3      7.7     1.2  MIXED

=== MODEL-LEVEL MFU (from tflops_report.json) ===
  peak 3040 TFLOPS @ 16 cores | avg 37.1 TFLOPS | MFU 1.22%
    T5 (prompt 0)              1762.0 ms     2.7 TFLOPS  MFU  0.09%
    DiT+VAE (prompt 0)       105315.3 ms    21.5 TFLOPS  MFU  0.71%
    T5 (prompt 1)                43.2 ms   112.1 TFLOPS  MFU  3.69%
    DiT+VAE (prompt 1)        58366.9 ms    38.9 TFLOPS  MFU  1.28%
    T5 (prompt 2)                25.5 ms   189.8 TFLOPS  MFU  6.24%
    DiT+VAE (prompt 2)        58406.7 ms    38.8 TFLOPS  MFU  1.28%
    T5 (prompt 3)                43.8 ms   110.6 TFLOPS  MFU  3.64%
    DiT+VAE (prompt 3)        58259.5 ms    38.9 TFLOPS  MFU  1.28%
    T5 (prompt 4)                24.9 ms   194.7 TFLOPS  MFU  6.40%
    DiT+VAE (prompt 4)        58301.0 ms    38.9 TFLOPS  MFU  1.28%
    T5 (prompt 5)                25.8 ms   187.8 TFLOPS  MFU  6.18%
    DiT+VAE (prompt 5)        58109.1 ms    39.0 TFLOPS  MFU  1.28%
    T5 (prompt 6)                25.8 ms   187.7 TFLOPS  MFU  6.17%
    DiT+VAE (prompt 6)        58319.8 ms    38.9 TFLOPS  MFU  1.28%
    T5 (prompt 7)                43.4 ms   111.7 TFLOPS  MFU  3.67%
    DiT+VAE (prompt 7)        58116.8 ms    39.0 TFLOPS  MFU  1.28%
    T5 (prompt 8)                25.7 ms   188.7 TFLOPS  MFU  6.21%
    DiT+VAE (prompt 8)        58206.3 ms    39.0 TFLOPS  MFU  1.28%
    T5 (prompt 9)                25.3 ms   191.3 TFLOPS  MFU  6.29%
    DiT+VAE (prompt 9)        58235.4 ms    39.0 TFLOPS  MFU  1.28%
    T5 (prompt 10)               25.1 ms   193.1 TFLOPS  MFU  6.35%
    DiT+VAE (prompt 10)       58313.2 ms    38.9 TFLOPS  MFU  1.28%
    T5 (prompt 11)               25.6 ms   188.9 TFLOPS  MFU  6.21%
    DiT+VAE (prompt 11)       58348.5 ms    38.9 TFLOPS  MFU  1.28%
    T5 (prompt 12)               43.2 ms   112.2 TFLOPS  MFU  3.69%
    DiT+VAE (prompt 12)       58317.2 ms    38.9 TFLOPS  MFU  1.28%
    T5 (prompt 13)               24.9 ms   194.9 TFLOPS  MFU  6.41%
    DiT+VAE (prompt 13)       58140.2 ms    39.0 TFLOPS  MFU  1.28%
    T5 (prompt 14)               43.9 ms   110.5 TFLOPS  MFU  3.63%
    DiT+VAE (prompt 14)       58144.6 ms    39.0 TFLOPS  MFU  1.28%
    T5 (prompt 15)               43.8 ms   110.6 TFLOPS  MFU  3.64%
    DiT+VAE (prompt 15)       58291.8 ms    38.9 TFLOPS  MFU  1.28%

=== OPTIMIZATION PRIORITY (highest wall-time first) ===
  Fix top-of-list first; OVERHEAD-BOUND = layout/kernel fix (no quality risk),
  COMPUTE-BOUND = already-hot matmul (lower ceiling, needs algo/precision change).
  P1  b6041713a3964f   7285.6us   4.7% (cum  4.7%)  OVERHEAD-BOUND (dma/stall) <- OPTIMIZE
  P2  9eadc5d102904e   5828.4us   3.8% (cum  8.5%)  OVERHEAD-BOUND (dma/stall) <- OPTIMIZE
  P3  1072ae8772648e   4492.1us   2.9% (cum 11.4%)  COMPUTE-BOUND (matmul-hot)
  P4  0ce8b46a0b1241   4444.4us   2.9% (cum 14.3%)  COMPUTE-BOUND (matmul-hot)
  P5  41dc09ec92d0f4   4274.7us   2.8% (cum 17.1%)  COMPUTE-BOUND (matmul-hot)
  P6  2e477c2932dabf   4050.6us   2.6% (cum 19.7%)  COMPUTE-BOUND (matmul-hot)
  P7  3e7e69e06b10d4   4031.5us   2.6% (cum 22.4%)  COMPUTE-BOUND (matmul-hot)
  P8  53780211ad667f   3793.2us   2.5% (cum 24.8%)  COMPUTE-BOUND (matmul-hot)
  P9  c9dd13a421a2e1   3729.7us   2.4% (cum 27.2%)  COMPUTE-BOUND (matmul-hot)
  P10 a17a415fb31493   3652.4us   2.4% (cum 29.6%)  COMPUTE-BOUND (matmul-hot)
